id,GPT4o
77,"Resume---Name:   Location: Yerevan, Armenia  Contact:   LinkedIn:   ---Professional Summary:Motivated and diligent individual with extensive experience in Event Management, eager to transition into Project Management. Proven ability to learn quickly and adapt to new environments. Possess a strong foundation in Agile methodologies and proficient in Atlassian Jira. Detail-oriented, highly organized, and proficient in English.---Skills:- Agile Project Management (Scrum, Kanban)- Atlassian Jira- Detail-Oriented- Multi-tasking- Problem Solving- Strong Communication Skills- Team Management- Advanced English Proficiency---Education & Certifications:- Project Management Foundations (Online Course)- Agile Project Management (Online Course)- Atlassian Jira (Online Course)---Professional Experience:Event Manager  Various Organizations  Dates of Employment  - Coordinated and executed various events, managing all aspects from planning to execution.- Communicated effectively with clients, vendors, and team members to ensure smooth operations.- Demonstrated strong problem-solving skills and the ability to manage multiple tasks simultaneously.- Managed teams efficiently, ensuring all members were aligned with event goals.---Objective:Actively seeking entry-level opportunities in Project Management to apply my acquired knowledge and skills. Open to remote opportunities with a focus on gaining practical experience. Flexible with financial expectations to prioritize learning and growth in the new field.---Languages:- English (Advanced)---"
78,"  |  |  | --- PROFESSIONAL SUMMARYCommercial Project Manager with over 15 years of experience in Contracts & Cost Control Management, materials & services supplying, particularly in engineering projects.--- PROFESSIONAL EXPERIENCEROSHEN  Confectionery Corporation  _Project Manager_  Kyiv, Ukraine | 2021-2022  - Managed EPCM project for the construction of a Sodium Hypochlorite production facility.- Negotiated and drafted Contracts & Agreements.- Oversaw Cost Control & Budget forecasting.- Handled Financing & Monthly progress payments.- Managed Contractual issues, Planning, and Reporting.SIEMENS UKRAINE  Engineering Company  _Commercial Project Manager_  2020-2021  - Directed the bidding process and drafted contracts.- Reported on project performance.- Recognized revenue, costs, and sales margin in accordance with IFRS and Local standards.- Signed Acceptance Protocols, Invoices, and Currency Exchange Certificates.- Managed contractual issues and risks.NOSTRUM OIL & GAS  _Contracts & Cost Control Manager__Project 1: Gas Treatment Unit 1 & 2_  2009-2012  _Project 2: Gas Treatment Unit 3_  2012-2020- Managed contracts in supplying and construction works, subcontracting, and services at EPCM projects.- Directed the bidding process and awarded contracts.- Negotiated and drafted FIDIC Contracts & Agreements.- Prepared cash flow and planned budgets.- Conducted Cost Control and Quantity surveying.- Ensured project costs aligned with contractual agreements and followed up on changes.- Estimated and released Site Extra Work Orders.- Handled contractual correspondence and claims responsibilities.--- KEY SKILLS- Contract Management- Cost Control- Budget Forecasting- Project Performance Reporting- IFRS & Local Revenue Recognition- Risk Management- Negotiation- Bidding Process Management---Ready to become a part of a multinational & multidiscipline project team with corporate values.--- EDUCATION,   ,   --- CERTIFICATIONS"
79,"  |  |  |  | --- Professional SummarySkilled Project Manager with expertise in document management for various project stages, creating prototypes, and selecting appropriate project methodologies. Hands-on experience with BPMN diagrams and adept in utilizing different project management tools, with a preference for ClickUp.--- Professional ExperienceProject Manager in ITEpic Story | April 2021 - Present- Maintain comprehensive documentation across multiple stages of the project lifecycle, including Brief, Assumptions, WBS (WBS scheme, TTM, Calendar plan), Project Charter, MVP, Requirement Matrix, Risk Register, SRS, RACI, and Status Reports.- Create project prototypes and determine the most effective project management methodologies.- Design and implement BPMN diagrams to streamline project workflows.- Utilize various PM tools for efficient project execution, with a specific focus on ClickUp.Trainer of Non-Formal EducationEuroCamp and Sources of Tolerance, The Congress of National Communities of Ukraine | 2017—2020- Conducted educational training courses for children aged 11-17, focusing on building cohesive teams from diverse groups of teenagers.- Facilitated team development through teambuilding activities, ensuring each group progressed through all key stages of team growth.Coordinator of Club of ToleranceThe Congress of National Communities of Ukraine | 2017—2019- Organized and led weekly meetings with teenagers, engaging them in discussions on various topics and organizing visits to exhibitions.- Created visual content and presentations using Canva and Crello to enhance meeting engagement and learning.--- EducationIT School Beetroot AcademyCertification in Project Management in IT | 11/2020 - 03/2021--- Key Skills- Document Management- Project Prototyping- Project Methodology Selection- BPMN Diagram Creation- ClickUp Proficiency- Team Building & Development- Non-Formal Education Training- Visual Content Creation (Canva, Crello)---  |  |  |  | "
80,"          --- Professional SummaryI am a dedicated graphic designer currently pursuing my studies at Kharkiv National University of Radio Electronics. Specializing in Publishing and Printing at the Department of Media Systems and Technologies, I am committed to continuous learning and skills development in web and UX/UI design. My meticulous attention to detail and structured approach enable me to create clear action plans, essential for effective UX and UI design. Design is more than a profession for me; it is my passion and daily motivation, fostering a disciplined and quality-focused approach to all tasks.--- EducationKharkiv National University of Radio Electronics  Specialization: Publishing and Printing, Department of Media Systems and Technologies  --- Professional Development- Web Design, Genius.Space- UX/UI Design, Genius.Space--- SkillsSoft Skills:- Teamwork  - Empathy  - Enjoyment of work  - Punctuality and discipline  Graphic Editors:- Figma  - Adobe Illustrator  - Adobe Photoshop  - Blender  - AutoCAD  --- ExperienceFreelance Graphic DesignerVarious Commercial Projects- Created a set of business cards for a tattoo artist working abroad.- Designed websites, brochures, presentations, and logos.--- Design PhilosophyDesign is more than just a job for me; it is my life and my oxygen. This profound dedication drives me to deliver high-quality and disciplined work consistently.---    "
81,"           --- Professional SummaryExperienced Designer with a decade-long journey that began at the College of Arts. Adept at working with a diverse range of clients across Europe and the USA. Skilled in leading creative teams, project management, client communication, and providing comprehensive design solutions. Proficient in driving projects from inception to successful completion for varied industries, including large enterprises, e-Commerce, and SaaS platforms.--- Key Skills- Team Leadership- Project Management- Project Estimation- Resource Planning- Client Communication- Business English- Presentation Skills- Enterprise Size Companies- Agile and Scrum Methodologies- Art Direction- Prototyping- UI/UX Design- Information Architecture- UML Diagrams- User Testing- Mobile App Design- SaaS Solutions- Web Design- Graphic Design--- Professional ExperienceLead Designer  ,    – Present  - Spearheaded design initiatives while collaborating with cross-functional teams.- Managed projects from concept to completion, ensuring adherence to timelines and budgets.- Led a team of designers, providing mentorship and facilitating professional growth.- Confidently presented design concepts to foreign stakeholders, ensuring clear communication and alignment.- Crafted design solutions for a diverse range of industries, including enterprise clients and SaaS platforms.Senior Designer  ,    – - Developed UI/UX designs for web and mobile applications, focusing on user-centric solutions.- Liaised with clients to gather requirements and translate them into actionable design plans.- Successfully managed resource allocation and project timelines.- Conducted user testing and implemented feedback to enhance product usability.Freelance Designer     – - Delivered comprehensive design projects for a wide range of clients, including large enterprises and startups.- Focused on creating user-friendly interfaces and graphic designs that meet business objectives.- Utilized Agile and Scrum methodologies to keep projects on track and within scope.--- EducationBachelor of Arts in Design  College of Arts,   --- Professional GoalsSeeking a dynamic company that offers challenging projects, a laid-back atmosphere, and a flexible schedule with a focus on results. Eager to leverage extensive experience in client communication, team leadership, and project management to contribute top-notch design solutions that address both business and user needs.---  "
82,"          ---PROFESSIONAL SUMMARY  Experienced product designer and design team lead with a strong focus on design team management. Proven track record in managing the entire chain of team processes, including planning, delegating, and reviewing. Have successfully finished more than 30 projects and managed a team of 17 designers. Experienced in managing user research projects, facilitating workshops, reporting, conflict management, and participating in sales processes as a domain expert. SKILLS  - Team management  - User research  - Workshop facilitation  - Conflict management  - Sales processes  - Business goal alignment  - Negotiation  - Presentation  - Fluent in English  - Written communication in German  PROFESSIONAL EXPERIENCE  Product Design Manager | Various Projects- Managed more than 30 successfully finished projects.- Led a team of 17 designers, overseeing the entire chain of team processes including planning, delegating, and reviewing.Design Consultant | Sales Process- Pitched and launched over 20 design projects.- Participated in sales processes as a domain expert, ensuring alignment with business goals.Design Project Examples- Product Design Manager - Human Resources Project- Design Manager - Crypto Product- UI/UX Team Lead - SaaS Project- Various smaller projects in betting, healthcare, and deliveryEDUCATION & COURSES  - ""Design Management"" Course  - ""People Management 3.0"" Course  OBJECTIVE  Seeking to apply managerial experience in design delivery processes (design delivery manager role) or assist in establishing strong design teams either internally or for customers. Open to opportunities in both outsource companies and product teams."
83,"Name  Contact Information          ---Summary  Over 6+ years of commercial experience in startups, fintech, organization management, crypto, insurance, and healthcare environments. Proficient in working with Web, Mobile, Dashboard, and Web applications. Adept at generating hypotheses, conducting research, creating wireframes and prototypes, performing usability tests, data analysis, and building design systems from scratch. Skilled in leading design teams and closely collaborating with stakeholders to align with business needs and provide best practice design advice.---Professional Experience  Australia-Based Digital Home Loan Product  Product Designer | - Part of a 3-person team that took a digital home loan product from the idea stage to MVP within a year- Built a design system from scratchGeneral Responsibilities:- Communicate with stakeholders and the product manager- Conduct in-depth research and analysis- Create functionality maps and process flows- Develop low/high fidelity wireframes- Conduct UI research and design- Lead a team of 8 designersCollaboration and Mentorship:- Mentored lower-level designers- Conducted 1-on-1 meetings to address issues and help define areas of improvement- Provided feedback and support to team members---Awards and Recognitions  - 8 Design Awards on Behance- Honorable mention in San Francisco Design Week- Featured in Ukrainian design, ""The Very Best Of""---Skills  - Hypothesis generation and testing- User research and usability testing- Wireframing and prototyping- Design system creation and implementation- Team leadership and mentorship- Collaboration and stakeholder communication- Business-oriented design practices---Tool Proficiencies  - ---Education   in    | "
84,"             ---Objective  Dedicated graphic and web design professional seeking to join a team of enthusiastic and ambitious professionals to fully devote myself to developing and improving a company's product that will have a global impact.Professional Experience  Lead and Creative Designer, E-commerce Field    - Created several thousand full-fledged concepts and conducted hundreds of successful advertising campaigns.- Founded and led the design department in the largest e-commerce company in the country.- Automated design and development processes in the department, significantly increasing productivity.Design Bureau and Printing Studio Head    - Established and directed a design bureau and printing studio.- Hired, educated, and trained several dozen design specialists.Brand Creator, Household Appliances Sector    - Developed several successful brands of household appliances.Senior Designer and Art Director, E-commerce    - Extensive experience leading and directing a design team.- Focused on enhancing user experience and creating brand identity.Creative Designer, Trading Companies    - Worked as a creative designer in various trading companies, developing visual concepts and advertising materials.Graphic Designer, Advertising Agencies    - Created advertising materials for multiple clients, contributing to several successful campaigns.Leading Designer, Publishing and Entertainment    - Led design projects in the publishing and entertainment industries, overseeing the creation of visual content.Qualifications  - Proficient in graphic and web design.- Extensive experience in brand identity creation and brand promotion.- Skilled in creating key-visuals and supervising the implementation of materials across various channels.- Developed and implemented digital advertising campaigns.- Strong management skills, capable of leading designer teams and departments.- Expertise in solving business problems using customer and user experience analytics.- Experienced with animation, motion design, and video editing.- Highly skilled in layout design and print preparation.Soft Skills  - Ability to identify and solve complex product problems.- Excellent critical thinking and analytical skills.- Strong people management and interaction abilities; proficient in negotiation and stress management.- High emotional intelligence, empathy, and creative problem-solving.- Capacity for learning new skills quickly and efficiently; self-learning and cross-functional capabilities.Education     ---Volunteer Work / Additional Information  ---References  Available upon request."
85,"--- DIGITAL 2D ARTIST & UI/UX DESIGNERLocation: Kyiv  Languages: Upper-Intermediate English  --- SUMMARYPassionate about digital art and UI/UX design with strong technical understanding and up-to-date knowledge of current design and technology trends. Excellent verbal and written communication skills, along with effective time and self-management abilities.--- EXPERIENCEFreelance Web Designer  (Dec 2018 - Nov 2019)  UI/UX Designer & Illustrator  (Nov 2019 - Aug 2021)  Full Stack Designer: UI/UX, Illustrator & Graphic Designer  (Apr 2021 - Present)--- SKILLS- Advanced proficiency in UI/UX and adaptive design- Expertise in raster and vector illustration- Banner and logo design--- TOOLS- Adobe Photoshop- Adobe Illustrator- Procreate- Figma- Midjourney--- AWARDSRED DOT / Brands & Communication Design  (Aug 2022)--- OBJECTIVESeeking a position in a successful company with a friendly team where I can contribute my skills and continue to grow. Ready to work with dedication and strive for perfection."
86,"---ResumeName: Contact Information:Email: Phone: LinkedIn: ---Professional Summary:Passionate Digital Designer with extensive experience in Marketing, Photoshop, Illustrator, and Figma. Highly skilled in creating visually stunning designs that help brands grow. Experienced in both freelance and in-house roles, collaborating with over 5 companies worldwide. Seeking long-term partnership opportunities to utilize my expertise in product design, enhancing customer experiences and engagement.---Skills:- Design Skills:  - Color Sense, Color Theory, Composition  - Branding, Advertising, Illustration  - Web Ads, Social Media Ads, Digital Design, Digital Imagery, Digital Analytics, E-Blast  - UI/UX Design  - HTML/CSS  - Webflow (Animation/CMS)- Soft Skills:  - Confidence to work independently and in a team  - Creativity  - Customer Interaction---Professional Experience:1. Freelance Digital Designer   - Collaborated with various companies from different countries, including an American company   - Designed websites, e-blasts, and other digital marketing materials   - Used Webflow for animations and CMS integration2. In-House Design Manager   - Led a team of designers to create marketing campaigns for multiple companies   - Worked closely with clients to understand their needs and deliver impactful designs   - Utilized Photoshop, Illustrator, and Figma to produce high-quality design work---Education:- Completed Courses:  - Dare IT - Product Design  - HILLEL (IT School) - Basic Web Design  - CASES MEDIA - Figma (90)  - CASES MEDIA - Graphic Design, Composition (91)---Additional Information:- Advanced user of Figma with a focus on developing engaging and user-friendly designs- Passionate about delivering designs that drive customer engagement and market growth- Eager to join a product-focused team where I can use my skills to improve the customer experience---Feel free to contact me. Looking forward to discussing how I can contribute to your upcoming projects.---"
87,"Digital Graphic Designer (NDA)July 2021 – Present- Web content development- Creation of logos, posters, graphics for events- Infographics design- Development of landing pages- Design of small architectural forms for advertising campaigns- Presentations and training materials design- Creation of vector illustrations and mascotsDigital Graphic & UI/UX Designer (ReevArts)July 2020 – July 2021- Delivered 500+ social media designs- Produced 250+ TV designs- Consistent UI/UX design work for 2 products over 1+ year- Quality control of animators' work- Storyboarding and creating illustrations for showreels and promosTechnical Graphic Designer (Polygraphy)April 2019 – July 2020- Developed designs adhering to customer requirements and prepared them for printing- Created special layouts and printed them on T-shirts and sweatshirts- Prepared layouts for stickers and created clipping paths- Supervised in-house designers- Quality control of customer-submitted designs- Ensured quality of printing and cutting results- Developed technological mapsGraphic & Web (UI/UX) Designer (Freelance Design; Self-employed)April 2018 – March 2019- Created final art and files for developers and animators- Collaborated closely with editors and project managers- Designed final art for presentations and assisted in creative presentations- Designed websites and interfaces- Prototyping and templatingAssistant Manager (АМО1, ООО)October 2013 – June 2014- Searched for potential clients- Communicated with clients and addressed their objections- Searched for tenders in company-relevant areas- Analyzed the need for new parts production and their market demand- Worked with technical drawings- Executed personal orders from the head- Analyzed competitors' markets and monitored prices- Maintained the enterprise website"
88,"---John DoeEmail: john.doe@example.com | Phone: (123) 456-7890 | LinkedIn: linkedin.com/in/johndoe--- Dynamic Junior UI/UX DesignerPassionate about creating seamless and visually captivating user experiences. Proficient in design software including Figma, Photoshop, and Illustrator, with a solid foundation in design principles and user-centered methodologies. Skilled in producing interactive prototypes, wireframes, and mockups to enhance user engagement and product usability. Collaborative team player dedicated to continuous learning and adapting design strategies to meet evolving user needs.--- EducationUI/UX Design Course- Completed a 6-month course focused on UI/UX design principles.HTML/CSS- Additionally studied HTML and CSS to enhance web development understanding.--- ProjectsReal Estate Site Redesign- Website redesign for a real estate company in Destin, Florida.- Addressed issues with outdated design, poor-quality photos, and lack of user-friendly features.- Conducted competitor analysis, created three user personas, and developed a customer journey map.- Delivered a modern, user-friendly design to attract potential customers.Travel Web Service- Designed a web service to help users find and book excursions, tours, and entertainment worldwide.- Key features included search and filter options, category views, multiple registration methods, online payment, and excursion announcement forms for guides.- Conducted market analysis, created a job-to-be-done (JTBD) and customer journey map (CJM).- Developed user flow, wireframes, UI-Kit, and adaptive design.--- Skills- UI/UX Design- Figma- Photoshop- Illustrator- HTML/CSS- Wireframes- Mockups- Interactive Prototypes- User-Centered Methodologies- Team Collaboration--- Professional SummarySeeking a full-time position in a product company focused on creating digital products for everyday life and business. A quick learner and responsible team player, ready to tackle complex tasks with dedication and adaptability.---"
89,"--- ObjectivePassionate and detail-oriented UX/UI designer with a keen interest in creating user-centered digital experiences. Seeking roles that foster creativity and collaboration within cross-functional teams, with an emphasis on quality, thoughtful design processes, and user satisfaction.--- Skills- UX/UI Design- User Research- Mobile App Optimization- Web Service Design- Landing Page Design- Cross-functional Team Collaboration- Creative Problem Solving--- Experience Indian Cafe Mobile App Optimization & Web Service- Redesigned User Interface- Developed landing page for better user engagement and higher conversion rates f.Lover Mobile App for Delivering Flowers- Led a team in developing a mobile application for ordering and delivering bouquets and gifts online- Provided users with personalized gift and flower recommendations- Enabled users to schedule orders for specific dates, times, or special occasions--- Education--- Professional Interests- UX/UI design roles with a focus on creating user-centered digital experiences- Positions offering opportunities for creativity and collaboration within cross-functional teams- Roles that prioritize thorough user research, thoughtful ideation, and testing over rushed design processes- Projects that emphasize quality and user satisfaction"
90,"ResumeProjects (IT / LEAN / Staff Development / Supply)1. IT Projects Implemented:   - ""Bill of Materials Process Automation""   - ""MRP in SAP""   - Result: Savings of $34K per year2. Supply Projects Implemented:   - ""ABC and XYZ Methodology for Inventory Stocks Analysis""   - ""New Supplier Implementation""   - ""Implementation of a New Glue Using Scheme""   - Result: Savings of $163K per year3. Business Process Improvements:   - Implemented three IT projects and seven business process improvements, including ""SAP GUI Automation"" and ""Automation of Data People Cycle Consolidation""   - Result: Optimization by 2 FTE4. Managing Students' Probation Scheme:   - Result: Successful management of 72 students5. Training Development and Conducting:   - Result: Over 600 people trainedWork Experience7 Years in FMCG Company:- Good understanding of the web development process- Basic knowledge of HTML/CSS/JS- Knowledge of Project Management processes- Created technical specifications and project documentation- Expertise in risk-management and crisis-management- Skilled in people management- Effective negotiation with suppliers and subcontractors, building long-term cooperation- Budget and timing planning, implementation of cost reduction strategy- Creation and control of business processes and corresponding documentation- Remote recruitment- Support staff performance review and personal development process- Prepare presentations for clients and conduct trainings for staff- Business correspondenceLanguages- Polish – Elementary levelKey Professional Interests- Interesting and challenging projects- Work in a multinational environment- Possibilities of personal and professional development- Permanent job opportunities- Friendly atmosphere"
91,"---Professional SummaryMotivated and results-driven professional seeking new challenges and opportunities. Committed to joining a team with shared values, clear product vision, positive thinking, and a strong corporate culture.---Work ExperiencePR Team ManagerStartup Incubator- Developed and executed strategic planning initiatives.- Managed day-to-day operations and workflow.- Organized and facilitated brainstorming sessions and meetings.- Maintained communication with regular partners.- Planned activities from inception to completion with focus on goals and target audience.- Delegated tasks and tracked progress and results.- Ensured timely implementation of tasks.Project ManagerHack-A-Train, Garage48- Coordinated and executed booking and branding of the train.- Led local marketing efforts and application processes.- Managed catering services for the event.- Organized comprehensive logistics.- Ensured provision of necessary stationery and printed materials.- Supervised and controlled all processes during the 30-hour trip.Hack For Locals, Garage48- Directed local marketing and application processes.- Engaged companies and government agencies for event participation.- Identified and communicated with key partners.- Sourced and secured prizes for winners.- Translated event texts and marketing messages from English to Ukrainian.- Provided on-site assistance during the event.---Skills- Strategic Planning- Operational Management- Team Leadership- Event Coordination- Partner Communication- Marketing Strategy- Logistics Management- Translation (English to Ukrainian)---"
92,"--- Professional SummaryHighly organized and detail-oriented Project Coordinator with expertise in managing and executing projects within an international FMCG company. Proficient in coordinating cross-functional teams, overseeing budgets, and ensuring project alignment with global goals and KPIs. Completed IT Project Management course at Projector in 2021. Passionate about developing project management skills and contributing to dynamic teams.--- Professional ExperienceProject Coordinator, Ukraine & Eurasia    - Fully coordinated and controlled the implementation of the Global Point of Sale project in Ukraine and Eurasia.- Directed a team of 6 specialists across multiple regions.- Managed Point Of Sales Materials coordination, budgeting processes, and alignment with all marketing categories.- Prepared briefs and communicated with agencies for the production and logistics of trade equipment and POS materials.- Oversaw the procurement process of trade equipment and POS materials at all stages: briefing, budgeting, production, warehousing, and retail placement.- Coordinated initiatives and target interventions towards achieving Global KPIs.- Supported the effective implementation of global goals and priorities through collaboration with third parties.- Led communication and timing coordination between Marketing and Trade Marketing to ensure timely delivery of New Product Development materials and trade equipment.- Verified and confirmed cost estimations for design services for Ukraine and Eurasia markets.- Checked and approved documents and payments between the company and third-party partners.--- EducationIT Project Management Course  Projector  Completed: December 2021--- Skills- Project Coordination- Budget Management- Cross-functional Team Leadership- Procurement Process Control- Communication and Briefing- Scheduling and Timeline Management- Collaboration with Marketing and Trade Marketing- KPI Achievement--- ObjectiveEager to advance project management skills in IT and contribute to a dynamic and innovative team."
93,"Professional Summary:Experienced sales professional with over 5 years at Autotransport Company, excelling in project management and customer satisfaction. Proven track record in meeting sales goals, handling complex projects, and maintaining high customer ratings. Adept in using various tools like CRM, Trello, DocuSign, Confluence, and Jira. Recently completed PM courses at Hillel IT School with an excellent score, eager to transition into the IT sector.Experience:Senior Sales SpecialistAutotransport Company, Florida/Dnipro | Over 5 years- Consistently chosen as the best sales representative of the day.- Successfully managed an additional project involving heavy-load transportation.- Received numerous positive reviews from customers for exceptional service.- Achieved sales goals for 5 consecutive years.- Took care of the company’s rating board, leveraging strong problem-solving skills.- Handled each transportation request as a separate project, meeting both client and driver needs including deadlines, pricing, and contract terms.Skills:- Sales and Customer Service Excellence- Project Management- Problem Solving- CRM, Trello, DocuSign- Experience with Confluence and Jira- Quick Learner- Strong Responsibility and AccountabilityEducation:Project Management CourseHillel IT School | Excellent ScoreObjective:Eager to transition into the IT sector, leveraging extensive project management experience and newly acquired skills from Hillel IT School's PM courses to drive success in a new industry."
94,"WorleySenior Project Engineer03/2021 - 05/2022Responsibilities:- Managed project deliverables and interfaces to ensure safety, efficiency, cost-effectiveness, and timely execution- Handled project communications and identified key issues requiring action/response- Reviewed and finalized project procedures in consultation with key project personnel- Ensured the project team was contractually aware of their responsibilities, scopes of work, and deliverables- Liaised with the Cost Controller and Planner to provide weekly analysis of project statusAchievements:- Led the construction and commissioning of new laboratory systems (Public Address General Alarm, Access Control System, Close Circuit Television), fire alarm, firefighting, HVAC, and power distribution- Installed 12 server cabinets in a Data Centre for information replication- Eliminated risks by replacing the laboratory with a safe areaUBOCProject Engineering Lead09/2020 - 03/2021Responsibilities:- Monitored the overall progress of engineering work from contractors and addressed problem areas- Managed engineering interfaces and the transfer of information between contractors- Oversaw quality of engineering work from the contractor according to international standardsAchievements:- Established engineering processes and procedures across departments: PSCM, Quality Team, Construction & Commissioning- Developed and integrated the Engineering Execution PlanBritish PetroleumProject Lead09/2009 - 06/2020Responsibilities:- Fulfilled requirements defined in Project Procedure and associated guides and templates- Provided input to establish the region's annual activity plan- Managed budgets for project and modification expenditure based on assigned activities- Oversaw contractor resources to deliver assigned projects or activities- Performance-managed delivery by contractors using global benchmarks, metrics, and KPIs - Managed internal stakeholders and interfacesAchievements:- Achieved $750M revenue by increasing plant efficiency- Increased gas production- Eliminated safety and business risks, leading to a $2.5M annual production increase- Delivered various oil and gas production optimization projects"
95," Resume Professional ExperienceProject Manager  IT HB  Duration: 6 months  (http://www.it-hb.org)  IT Business Analyst  Promocore  Duration: 4 months  (http://promoco.re)  Network and System Administrator  Vinnitsia National Technical University  Duration: 3 years 5 months  (http://vntu.edu.ua)  - Designed and developed a corporate network in the educational building of the Faculty of Computer Systems and Optical Engineering departments.- Manual assembly and configuration. - Utilized VLAN, WiFi, WPA2, ACL, WDS, CAP manager, Squid Server, Radius Server, TeamViewer Server, and local connections to computers with video surveillance systems. ProjectsChiliPizza  (http://www.chilipizza.vn.ua)  - Design, layout, domain purchase, DNS configuration, integrated JS site menu, 3D tour, information fulfillment per customer needs.  Joht & Alex Transport Company (In progress)  (http://www.ja-bus.com)  - Website development, consulting, business analytics, branding, SEO, SMM.IROOM  (http://iroom.ua)  EcoCITIZENS  - Designed and developed information systems for environmental monitoring using microcontrollers Arduino.- Developed an ASP.NET website using MVC, created a database with msSQL, and developed a sketch for Arduino web server.Site of Department of Business Economics and Production Management  (http://epvm.vntu.edu.ua)  - Developed Front-End, Back-End, and MySQL database.- Utilized the latest version of CMS WordPress with a custom theme.- Configured web server and FTP server.Development of the System Management and Optimization of Solar Collector  - Created a system for managing solar collectors in automatic mode, capable of connecting to the ""Smart home heating"" system.Development of Intelligent Home Heating System  - Optimized building heating systems with alternative energy sources. Skills- Software Development Life Cycle (SDLC)- Agile, Scrum- Project Scope Management- Project Time Management- Project Cost Management- Quality Management- People Management- Communication Management- Risk Management Planning and Identification- Change Management- Product Supply Management Planning Tools- Trello- Slack- Asana- Worksection- MS Project- Mind-maps- MS Visio UI/UX Skills- Usability concepts- Working with guidelines- Site and platform development for various projects (e-commerce, corporate, forum)- CMS and framework recommendations for website creation- Mobile application development specifics- Programming language overview SEO and SMM Basics Work Environment Preferences- Teamwork- Prospective company- Office- Paid gym membership- Result-oriented team- Additional screen and flipchart with marker"
96,"    --- Professional SummaryDynamic and multi-skilled entry-level Project Manager, Medical Doctor, and Educator with a PhD and extensive experience in organizing social and volunteer projects. Proven abilities in leadership, public relations, and team management. Expert at creating conducive learning environments and efficient time management. Seeking to leverage my skills and experience to bring substantial benefits to an organization as an IT Project Manager.--- Core Competencies- Communicability and Responsibility: Experienced in working with diverse patient populations and students from various cultural backgrounds. Adept at conflict resolution and maintaining high responsibility levels.  - Teaching and Time Management: Proficient in delivering lectures and practical classes, fostering effective offline and online learning environments, developing learning materials, and evaluating student outcomes.  - Public Relations and Leadership: Skilled in using various communication platforms, organizing events, public speaking, and team management in public organizations.  - Goal-Oriented and Quick Learner: Holder of three higher educational degrees, consistently evolving in related fields, studying relevant information, and mastering new tools.--- Education & Certifications Kharkiv National Medical UniversityAssistant of Department of Internal Medicine №1 (2018-Present)  - Teaching foreign students in English  - Organizing online learning  - Time management and lesson plan development   - Creating educational e-courses Kharkiv City Hospital №27Physician-Therapist (2016-2018)  - Diagnosed and treated internal diseases  - Assisted the head of the department with healthcare organization Regional Healthcare Trade UnionYouth Council Head (2016-Present)  - Implemented youth policies in trade unions   - Organized cultural, recreational, and educational events  - Led volunteer projects Student Council of KNMUHead of Volunteering (2013-2016)  - Created and implemented volunteer and social projects  - Managed stakeholder relationships, scope, time, cost, risk, and procurement Webline PromotionCopywriter (2017-2019)  - Wrote unique articles on medical and other topics following customer specifications JDI StudioCopywriter, Editor, Head of Medical Department (2020-2021)  - Managed communication and organization of copywriters' work  - Ensured quality control Children's Medical Center ""Neboleika""Receptionist-Administrator (2013-2017)  - Managed expectations and communication  - Organized doctor appointments and patient registration  - Managed schedules and performed cashier duties  - Processed documentation and handled conflict management--- Additional Courses A-Level Ukraine – IT Project Management (2022)  - Successfully defended a home e-commerce website development planning project ITEA – IT Project Management (2022)  - Successfully completed homework on planning a mobile application project for the university--- Professional Experience- Assistant of Department of Internal Medicine №1, Kharkiv National Medical University (2018-Present)  - Teaching, online learning organization, time management, lesson plans development, and educational e-courses creation- Physician-Therapist, Kharkiv City Hospital №27 (2016-2018)  - Diagnosis, treatment, and healthcare organization assistance- Youth Council Head, Regional Healthcare Trade Union (2016-Present)  - Youth policy implementation, event organization, and volunteer project leadership- Head of Volunteering, Student Council of KNMU (2013-2016)  - Volunteer and social project creation and management- Copywriter, Webline Promotion (2017-2019)  - Medical and general topic article writing- Copywriter, Editor, Head of Medical Department, JDI Studio (2020-2021)  - Communication and quality management in content creation- Receptionist-Administrator, Children's Medical Center ""Neboleika"" (2013-2017)  - Doctor appointment and patient registration management, schedule and documentation processing, conflict management---Proactive and dedicated professional looking to utilize my diverse skill set and experiences in a role as an IT Project Manager."
